State,District,Location,Longitude,Latitude,Cd,Cr,Cu,Pb,Mn,Ni,Fe,Zn
Punjab,Sas Nagar,Mohali6,76.673700,30.710300,0.441000,0.239000,0.183678,1.306000,0.025000,1.626000,1.045000,0.048000
Punjab,Sas Nagar,Jayanti Majri,76.776700,30.827600,0.510000,0.185000,0.042716,1.323000,0.087000,1.492000,1.028000,0.262000
Punjab,Tarn Taran,Bhikhiwind,74.700000,31.350000,0.474000,0.209000,0.233022,1.633000,0.056000,1.563000,1.045000,0.309000
Punjab,Tarn Taran,Kalsian Kalan,74.700400,31.276800,0.460000,0.373000,0.121211,0.541000,0.067000,1.492000,1.081000,0.141000
Punjab,Tarn Taran,Maarhi Nav Aabad,74.659300,31.290600,0.448000,0.401000,0.382679,1.650000,0.019000,1.554000,1.194000,0.052000
Punjab,Tarn Taran,Dialpura,74.741400,31.308600,0.441000,0.243000,0.689141,1.323000,0.067000,1.451000,1.308000,0.105000
Punjab,Tarn Taran,Chak Mehar,75.049700,31.366400,0.403000,0.379000,0.228607,0.252000,0.006000,1.636000,1.045000,0.075000
Punjab,Tarn Taran,Cholashaib,74.989300,31.257300,0.400000,0.182000,0.052976,0.071000,0.001000,1.492000,0.955000,0.133000
Punjab,Tarn Taran,Sangatpupr,75.040200,31.298000,0.460000,0.243000,0.256390,1.480000,0.043000,1.543000,1.224000,0.075000
Punjab,Tarn Taran,Sohawa,74.973100,31.284100,0.452000,0.243000,0.709751,1.323000,0.001000,1.626000,1.224000,0.109000
Punjab,Tarn Taran,Gandi Wind,74.712900,31.502300,0.474000,0.361000,0.727609,0.915000,0.034000,1.617000,0.834000,0.055000
Punjab,Tarn Taran,Kasel,74.745800,31.537900,0.472000,0.134000,0.594652,0.506000,0.078000,1.607000,1.227000,0.055000
Punjab,Tarn Taran,Delanwal,75.161300,31.495000,0.425000,0.134000,0.047544,0.506000,0.014000,1.461000,1.152000,0.153000
Punjab,Tarn Taran,Dinewal,75.038100,31.492100,0.420000,0.379000,0.182811,0.506000,0.013000,1.563000,0.955000,0.105000
Punjab,Tarn Taran,Khadur Sahib,75.101200,31.427700,0.452000,0.271000,0.177262,0.915000,0.056000,1.670000,1.043000,0.079000
Punjab,Tarn Taran,Sangerkot,75.104300,31.471600,0.448000,0.239000,0.430985,1.306000,0.001000,1.543000,1.066000,0.048000
Punjab,Tarn Taran,Goindwal Sahib,75.144200,31.366000,0.434000,0.380000,0.329909,1.013000,0.034000,1.558000,1.045000,0.047000
Punjab,Tarn Taran,Khadur Sahib,75.130600,31.433300,0.451000,0.410000,0.020745,1.323000,0.004000,1.636000,1.123000,0.218000
Punjab,Tarn Taran,Khawaspur,75.100000,31.392000,0.408000,0.361000,0.449547,0.908000,0.014000,1.562000,1.194000,0.105000
Punjab,Tarn Taran,Lalpur,75.016000,31.399600,0.460000,0.376000,0.667472,0.961000,0.004000,1.508000,1.028000,0.058000
Punjab,Tarn Taran,Barwala,74.803000,31.224000,0.457000,0.361000,0.155774,1.306000,0.067000,1.624000,0.896000,0.089000
Punjab,Tarn Taran,Gharyala,74.735300,31.222600,0.457000,0.380000,0.770308,1.323000,0.019000,1.657000,1.308000,0.237000
Punjab,Tarn Taran,Lauka,74.875600,31.355600,0.507000,0.230000,0.318287,1.422000,0.087000,1.670000,1.066000,0.184000
Punjab,Tarn Taran,Nathupur Toda,74.901200,31.290600,0.398000,0.376000,0.304706,1.633000,0.042000,1.554000,1.220000,0.079000
Punjab,Tarn Taran,Pringri,74.888000,31.238100,0.472000,0.230000,0.029812,1.422000,0.010000,1.603000,2.215000,0.309000
Punjab,Tarn Taran,Bagrian,74.952700,31.471400,0.449000,0.134000,0.756929,1.112000,0.014000,1.554000,0.701000,0.089000
Punjab,Tarn Taran,Bala Chak,74.890900,31.547400,0.472000,0.380000,0.684153,1.013000,0.002000,1.520000,1.001000,0.127000
Punjab,Tarn Taran,Daburji,74.902400,31.496100,0.449000,0.410000,0.620761,1.109000,0.013000,1.772000,0.909000,0.098000
Punjab,Tarn Taran,Gorkha,74.889500,31.412800,0.400000,0.134000,0.447682,0.566000,0.004000,1.636000,0.704000,0.181000
Punjab,Tarn Taran,Sahabpur,74.931600,31.392400,0.398000,0.364000,0.273173,0.719000,0.010000,1.551000,0.801000,0.075000
Punjab,Tarn Taran,Kalanjuar Uttar,74.575800,31.212900,0.452000,0.398000,0.651551,0.728000,0.012000,1.451000,0.704000,0.127000
Punjab,Tarn Taran,Khemkaran,74.564900,31.145900,0.449000,0.189000,0.128591,1.306000,0.013000,1.554000,2.215000,0.048000
Punjab,Tarn Taran,Madarmatrabaghi,74.585300,31.275100,0.457000,0.026000,0.072627,1.013000,0.004000,1.808000,1.081000,0.104000
Punjab,Tarn Taran,Rattoke,74.626100,31.141000,0.474000,0.185000,0.791372,2.348000,0.042000,1.551000,1.840000,0.181000
Punjab,Tarn Taran,Tut,74.741100,31.148800,0.460000,0.230000,0.408465,0.396000,0.011000,1.551000,1.147000,0.047000
Punjab,Tarn Taran,Warnala,74.692100,31.227000,0.434000,0.271000,0.124671,0.071000,0.006000,1.451000,1.224000,0.153000
Punjab,Tarn Taran,Bohru,74.819700,31.548400,0.510000,0.379000,0.679730,0.571000,0.042000,1.659000,1.123000,0.069000
Andhra Pradesh,Alluri Sita Rama Raju,Addateegala,82.027100,17.463300,0.398000,0.361000,0.503624,0.071000,0.004000,1.607000,0.834000,0.127000
Andhra Pradesh,Alluri Sita Rama Raju,Rajavommangi,82.222900,17.540800,0.379000,0.376000,0.252012,1.480000,0.013000,1.451000,1.014000,0.058000
Andhra Pradesh,Alluri Sita Rama Raju,Jaddangi,82.158200,17.485500,0.370000,0.362000,0.259062,1.013000,0.019000,1.451000,0.704000,0.055000
Andhra Pradesh,Alluri Sita Rama Raju,Rampachodavaram,81.780500,17.440200,0.422000,0.361000,0.273748,0.019000,0.006000,1.603000,1.123000,0.047000
Andhra Pradesh,Alluri Sita Rama Raju,Gangavaram,81.913300,17.426200,0.449000,0.410000,0.238996,0.396000,0.004000,1.636000,0.896000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,Sitapalli,81.791500,17.376200,0.510000,0.401000,0.150616,1.112000,0.012000,1.558000,1.001000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,Maredumilli,81.715500,17.596100,0.412000,0.134000,0.665810,2.507000,0.042000,1.772000,1.840000,0.184000
Andhra Pradesh,Alluri Sita Rama Raju,Rajahmundry-Swarajyanagar,81.785100,16.972600,0.425000,0.369000,0.639525,1.323000,0.006000,1.563000,1.014000,0.080000
Andhra Pradesh,Alluri Sita Rama Raju,Folkspeta,81.839800,17.313900,0.604000,0.239000,0.146948,0.506000,0.010000,1.551000,1.152000,0.133000
Andhra Pradesh,Alluri Sita Rama Raju,Chinna Ramanayapet,81.697400,17.323500,0.472000,0.410000,0.505361,0.043000,0.053000,1.562000,1.045000,0.079000
Andhra Pradesh,Alluri Sita Rama Raju,Veerbhadrapuram,82.074000,17.437900,0.459000,0.216000,0.581947,1.633000,0.034000,1.624000,1.081000,0.184000
Andhra Pradesh,Alluri Sita Rama Raju,Badadanapalli,82.268500,17.584100,0.425000,0.387000,0.491876,0.043000,0.006000,1.581000,0.759000,0.104000
Andhra Pradesh,Alluri Sita Rama Raju,Lagarai,82.192200,17.573500,0.434000,0.369000,0.631009,0.961000,0.006000,1.607000,1.135000,0.262000
Andhra Pradesh,Alluri Sita Rama Raju,Mallavaram Mammilu,82.012400,17.503200,0.505000,0.134000,0.254318,0.961000,0.043000,1.617000,0.801000,0.079000
Andhra Pradesh,Alluri Sita Rama Raju,Chaviti Tibalu,81.985400,17.618300,0.408000,0.182000,0.469154,0.245000,0.010000,1.492000,1.220000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,P. Yerragonda,81.949200,17.658300,0.420000,0.266000,0.499521,0.043000,0.042000,1.558000,1.043000,0.089000
Andhra Pradesh,Alluri Sita Rama Raju,Jaderu,81.952300,17.480500,0.425000,0.209000,0.241781,1.306000,0.053000,1.617000,0.759000,0.048000
Andhra Pradesh,Alluri Sita Rama Raju,Chelakaveedhi,81.671000,17.461300,0.425000,0.362000,0.576147,0.541000,0.025000,1.583000,0.759000,0.184000
Andhra Pradesh,Alluri Sita Rama Raju,Aruku,82.881400,18.320700,0.507000,0.376000,0.748071,2.507000,0.001000,1.492000,1.001000,0.127000
Andhra Pradesh,Alluri Sita Rama Raju,Koyyuru1,82.219400,17.659900,0.370000,0.379000,0.327304,1.323000,0.043000,1.626000,1.194000,0.256000
Andhra Pradesh,Alluri Sita Rama Raju,Paderu,82.673500,18.079500,0.452000,0.380000,0.409443,1.013000,0.056000,1.583000,1.147000,0.089000
Andhra Pradesh,Alluri Sita Rama Raju,Dimriguda,82.792100,18.288500,0.425000,0.387000,0.233834,2.507000,0.001000,1.636000,1.062000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,Lambasingi1,82.495900,17.807100,0.604000,0.026000,0.585640,1.109000,0.014000,1.607000,1.028000,0.089000
Andhra Pradesh,Alluri Sita Rama Raju,Kottur,83.074300,18.207400,0.446000,0.189000,0.749631,0.728000,0.010000,1.563000,1.152000,0.098000
Andhra Pradesh,Alluri Sita Rama Raju,Lotugadda Jn.,82.436100,17.855400,0.379000,0.361000,0.634583,1.650000,0.013000,1.659000,0.759000,0.104000
Andhra Pradesh,Alluri Sita Rama Raju,Gudem,82.195700,17.863000,0.362000,0.362000,0.311481,0.252000,0.043000,1.562000,2.215000,0.052000
Andhra Pradesh,Alluri Sita Rama Raju,Vontlamamidi,82.733400,17.974600,0.408000,0.361000,0.426816,0.019000,0.002000,1.603000,1.135000,0.049000
Andhra Pradesh,Alluri Sita Rama Raju,Minimuluru,82.699900,18.036900,0.449000,0.209000,0.433963,0.043000,0.042000,1.545000,1.014000,0.141000
Andhra Pradesh,Alluri Sita Rama Raju,Kontela,82.687800,18.138600,0.505000,0.373000,0.007424,1.323000,0.014000,1.551000,1.751000,0.069000
Andhra Pradesh,Alluri Sita Rama Raju,Rangasheela,82.778800,18.210600,0.400000,0.361000,0.590754,1.013000,0.042000,1.624000,1.062000,0.262000
Andhra Pradesh,Alluri Sita Rama Raju,Sunkarametta,82.968400,18.278100,0.444000,0.401000,0.680787,0.071000,0.034000,1.628000,1.135000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,Anantagiri (Iktaguda),83.001100,18.238800,0.422000,0.239000,0.649980,1.633000,0.042000,1.558000,1.062000,0.120000
Andhra Pradesh,Alluri Sita Rama Raju,Bangarammapeta,83.101900,18.216000,0.510000,0.361000,0.227825,0.043000,0.013000,1.551000,0.909000,0.262000
Andhra Pradesh,Alluri Sita Rama Raju,Gamparai,82.637400,18.182500,0.434000,0.373000,0.409089,1.323000,0.013000,1.626000,1.001000,0.127000
Andhra Pradesh,Alluri Sita Rama Raju,Chedipalem (Itda Colony),82.224500,17.641600,0.425000,0.216000,0.059804,1.306000,0.078000,1.520000,1.751000,0.109000
Andhra Pradesh,Alluri Sita Rama Raju,Peddabayalu,82.589000,18.287300,0.510000,0.387000,0.369035,0.719000,0.087000,1.562000,0.704000,0.218000
Andhra Pradesh,Alluri Sita Rama Raju,G.Madugula,82.533000,18.014700,0.398000,0.362000,0.419974,0.566000,0.043000,1.461000,0.704000,0.048000
Andhra Pradesh,Alluri Sita Rama Raju,Rayapalli,82.008500,17.572100,0.460000,0.209000,0.632270,0.071000,0.019000,1.657000,1.014000,0.172000
Andhra Pradesh,Alluri Sita Rama Raju,Chaprati,82.289600,17.764300,0.379000,0.362000,0.528238,0.728000,0.043000,1.581000,0.759000,0.048000
Andhra Pradesh,Alluri Sita Rama Raju,Antarla,82.338200,17.860700,0.420000,0.189000,0.687815,2.507000,0.019000,1.545000,0.801000,0.127000
Andhra Pradesh,Anakapalli,Anakapalli,82.981700,17.680900,0.505000,0.266000,0.110659,1.306000,0.001000,1.581000,0.704000,0.120000
Andhra Pradesh,Anakapalli,Haripalem,82.977800,17.609200,0.362000,0.410000,0.326014,0.571000,0.013000,1.636000,1.194000,0.048000
Andhra Pradesh,Anakapalli,Bangarumitta,82.867800,17.838700,0.451000,0.398000,0.486254,0.728000,0.013000,1.626000,1.308000,0.048000
Andhra Pradesh,Anakapalli,L.Singavaram,82.837800,17.819400,0.362000,0.271000,0.768698,0.252000,0.043000,1.651000,1.227000,0.120000
Andhra Pradesh,Anakapalli,Mallampet,82.448700,17.674000,0.434000,0.189000,0.411453,0.506000,0.043000,1.659000,1.751000,0.256000
Andhra Pradesh,Anakapalli,Pata K.D.Peta,82.361900,17.672300,0.420000,0.376000,0.645536,1.480000,0.013000,1.554000,1.045000,0.105000
Andhra Pradesh,Anakapalli,Naganna Dorapalem,82.494400,17.677300,0.474000,0.239000,0.075257,2.507000,0.004000,1.607000,0.704000,0.058000
Andhra Pradesh,Anakapalli,Tallapalem,82.892100,17.633700,0.400000,0.209000,0.024184,1.112000,0.001000,1.563000,1.147000,0.052000
Andhra Pradesh,Anakapalli,Kotauratla,82.686600,17.564900,0.379000,0.209000,0.450699,0.019000,0.010000,1.670000,1.840000,0.141000
Andhra Pradesh,Anakapalli,Yendapalli,82.649900,17.611200,0.441000,0.361000,0.026869,2.507000,0.014000,1.545000,1.135000,0.133000
Andhra Pradesh,Anakapalli,Narsipatnam,82.595600,17.676100,0.474000,0.362000,0.080346,0.245000,0.013000,1.659000,1.045000,0.058000
Andhra Pradesh,Anakapalli,Padalavani Laxmipuram,82.578200,17.370900,0.379000,0.230000,0.099821,1.109000,0.013000,1.508000,1.081000,0.047000
Andhra Pradesh,Anakapalli,Pudimadaka,83.002400,17.492800,0.354000,0.403000,0.600417,1.107000,0.011000,1.492000,0.701000,0.218000
Andhra Pradesh,Anakapalli,Pudimadaka,82.999000,17.501200,0.362000,0.376000,0.700036,0.566000,0.013000,1.563000,1.001000,0.048000
Andhra Pradesh,Anakapalli,Medivoda,82.779100,17.784500,0.403000,0.398000,0.208630,0.908000,0.014000,1.626000,1.152000,0.075000
Andhra Pradesh,Anakapalli,Kothakota,82.705100,17.756200,0.379000,0.362000,0.101752,0.043000,0.008000,1.624000,1.014000,0.058000
Andhra Pradesh,Anakapalli,Rolugunta1,82.666800,17.712900,0.451000,0.401000,0.295273,1.594000,0.078000,1.628000,1.135000,0.058000
Andhra Pradesh,Anakapalli,Addaroddu,82.747600,17.432000,0.434000,0.216000,0.055542,0.537000,0.056000,1.583000,0.701000,0.055000
Andhra Pradesh,Anakapalli,Gurrajupeta,82.768000,17.400500,0.452000,0.026000,0.591797,1.107000,0.043000,1.628000,1.840000,0.055000
Andhra Pradesh,Anakapalli,Revupolavaram,82.817800,17.397200,0.420000,0.361000,0.067122,1.107000,0.014000,1.508000,1.045000,0.055000
Andhra Pradesh,Anakapalli,Rayavaram,82.802500,17.454800,0.452000,0.387000,0.266884,0.019000,0.004000,1.636000,1.147000,0.262000
Andhra Pradesh,Anakapalli,Vangali,83.097100,17.828100,0.425000,0.410000,0.339097,0.728000,0.025000,1.808000,1.751000,0.052000
Andhra Pradesh,Anakapalli,Yelamanchili,82.855700,17.546300,0.379000,0.387000,0.657753,0.071000,0.014000,1.583000,1.227000,0.069000
Andhra Pradesh,Anakapalli,Sabbavaram,83.129900,17.792100,0.474000,0.380000,0.511838,0.915000,0.010000,1.624000,1.001000,0.047000
Andhra Pradesh,Anakapalli,Dharmarayudupeta,83.215900,17.779900,0.457000,0.361000,0.526627,1.107000,0.004000,1.617000,1.062000,0.262000
Andhra Pradesh,Anakapalli,Chodavaram,82.943200,17.824200,0.505000,0.373000,0.662486,0.396000,0.043000,1.492000,1.001000,0.079000
Andhra Pradesh,Anakapalli,K Kotapadu,83.047000,17.884100,0.507000,0.364000,0.028537,0.252000,0.025000,1.617000,1.152000,0.069000
Andhra Pradesh,Ananthapur,Guntakal2,77.383700,15.155700,0.460000,0.398000,0.044985,0.396000,0.025000,1.808000,1.135000,0.109000
Andhra Pradesh,Ananthapur,Gooty-Alt,77.640000,15.117900,0.400000,0.230000,0.263406,1.633000,0.010000,1.508000,0.909000,0.048000
Andhra Pradesh,Ananthapur,Rayadurg-New,76.848400,14.705400,0.472000,0.398000,0.270583,0.302000,0.014000,1.551000,0.701000,0.098000
Andhra Pradesh,Ananthapur,Kalyandurg-Alt,77.107100,14.548300,0.370000,0.380000,0.211599,0.571000,0.025000,1.543000,0.909000,0.098000
Andhra Pradesh,Ananthapur,Vajrakarur,77.383100,15.030400,0.604000,0.209000,0.548761,1.633000,0.043000,1.772000,1.220000,0.127000
Andhra Pradesh,Ananthapur,Korrapadu,77.712000,14.754100,0.474000,0.376000,0.537460,0.537000,0.025000,1.628000,1.147000,0.218000
Andhra Pradesh,Ananthapur,Waddipalli,77.456200,14.677700,0.507000,0.401000,0.608352,0.571000,0.002000,1.520000,0.955000,0.098000
Andhra Pradesh,Ananthapur,Amidala,77.250100,14.851000,0.449000,0.266000,0.685634,0.908000,0.087000,1.617000,1.135000,0.047000
Andhra Pradesh,Ananthapur,Atmakur-Pz Mpdo,77.363800,14.644900,0.441000,0.410000,0.481982,1.422000,0.006000,1.651000,0.834000,0.089000
Andhra Pradesh,Ananthapur,Anantapur-Pz,77.599800,14.675100,0.446000,0.239000,0.441210,0.961000,0.025000,1.603000,1.840000,0.079000
Andhra Pradesh,Ananthapur,Rekulakunta-Pz,77.669000,14.693000,0.400000,0.376000,0.193016,0.396000,0.043000,1.508000,1.001000,0.141000
Andhra Pradesh,Ananthapur,Tadipatri-Pz,77.995200,14.908800,0.448000,0.364000,0.536077,1.650000,0.034000,1.558000,1.045000,0.058000
Andhra Pradesh,Ananthapur,Gooty-Pz,77.634600,15.125900,0.412000,0.403000,0.135193,0.019000,0.013000,1.657000,1.123000,0.309000
Andhra Pradesh,Ananthapur,Yadiki-Pz,77.867800,15.048200,0.460000,0.379000,0.164263,0.961000,0.014000,1.583000,1.308000,0.141000
Andhra Pradesh,Ananthapur,Kamarupalli,77.499100,14.661700,0.362000,0.266000,0.195606,1.633000,0.010000,1.492000,0.701000,0.127000
Andhra Pradesh,Ananthapur,Atmakur,77.365900,14.646000,0.457000,0.266000,0.661678,0.566000,0.019000,1.558000,1.081000,0.049000
Andhra Pradesh,Ananthapur,Viruppalli,77.140000,14.640000,0.362000,0.069000,0.334377,1.107000,0.019000,1.558000,2.215000,0.079000
Andhra Pradesh,Ananthapur,Gonchireddi Palli,77.017300,14.592000,0.459000,0.362000,0.006270,0.506000,0.012000,1.651000,1.152000,0.105000
Andhra Pradesh,Ananthapur,Brahmanapalli,77.542400,15.067800,0.408000,0.271000,0.399904,1.480000,0.002000,1.558000,1.224000,0.105000
Andhra Pradesh,Ananthapur,Kogannapalle,77.543500,15.182300,0.451000,0.403000,0.586935,0.019000,0.053000,1.508000,0.909000,0.051000
Andhra Pradesh,Ananthapur,Y.C Palli (Yeguvapalli),77.271800,14.488500,0.452000,0.361000,0.401479,0.728000,0.013000,1.607000,0.701000,0.120000
Andhra Pradesh,Ananthapur,Kodadarakunta,77.396100,14.734200,0.474000,0.379000,0.680280,1.107000,0.056000,1.657000,0.909000,0.141000
Andhra Pradesh,Ananthapur,Sorakayalapeta,77.525100,14.944100,0.408000,0.380000,0.197318,0.908000,0.014000,1.628000,0.759000,0.069000
Andhra Pradesh,Ananthapur,Kummanamala,77.972400,14.724600,0.408000,0.185000,0.131866,0.252000,0.013000,1.581000,1.045000,0.237000
Andhra Pradesh,Ananthapur,Rayampalli,76.900600,14.664400,0.460000,0.369000,0.331319,0.506000,0.011000,1.508000,0.834000,0.153000
Andhra Pradesh,Ananthapur,Chinnampalli,77.062400,14.470200,0.472000,0.362000,0.514237,0.019000,0.012000,1.508000,0.909000,0.127000
Andhra Pradesh,Ananthapur,Sivapuram,77.726900,14.778800,0.403000,0.104000,0.040705,1.323000,0.067000,1.451000,1.227000,0.172000
Andhra Pradesh,Ananthapur,Tarimela,77.685400,14.913800,0.408000,0.387000,0.454073,0.541000,0.053000,1.543000,1.028000,0.109000
Andhra Pradesh,Ananthapur,Egudur,77.940000,14.970000,0.459000,0.364000,0.769029,1.422000,0.011000,1.674000,1.194000,0.055000
Andhra Pradesh,Ananthapur,Gade Hothur,77.305100,15.014700,0.362000,0.185000,0.569515,0.396000,0.042000,1.651000,1.135000,0.052000
Andhra Pradesh,Ananthapur,Vajrakarur,77.382500,15.022300,0.472000,0.239000,0.609043,1.422000,0.001000,1.808000,1.014000,0.075000
Andhra Pradesh,Ananthapur,Gooty,77.615500,15.113200,0.441000,0.216000,0.687376,1.633000,0.014000,1.563000,1.001000,0.127000
Andhra Pradesh,Ananthapur,Putlur,77.465800,14.807900,0.474000,0.216000,0.661413,0.571000,0.014000,1.636000,1.152000,0.256000
Andhra Pradesh,Ananthapur,Garladine,77.588600,14.818200,0.446000,0.361000,0.567681,0.537000,0.004000,1.628000,1.081000,0.133000
Andhra Pradesh,Ananthapur,Appilepalli,77.052200,14.332100,0.444000,0.185000,0.351631,0.506000,0.013000,1.617000,1.227000,0.309000
Andhra Pradesh,Ananthapur,Beluguppa,77.129700,14.705800,0.604000,0.362000,0.341864,2.507000,0.013000,1.659000,0.896000,0.262000
Andhra Pradesh,Ananthapur,Brahmanapalli,77.542400,15.067800,0.354000,0.379000,0.309554,0.019000,0.014000,1.492000,1.147000,0.105000
Andhra Pradesh,Ananthapur,Donnimukkala,77.396100,15.127700,0.420000,0.369000,0.582883,1.013000,0.012000,1.558000,1.308000,0.079000
Andhra Pradesh,Ananthapur,Donnimukkala,77.396100,15.127700,0.460000,0.362000,0.026589,0.245000,0.008000,1.636000,0.701000,0.262000
Andhra Pradesh,Ananthapur,Gooty,77.615500,15.113200,0.446000,0.362000,0.059547,0.537000,0.087000,1.551000,0.704000,0.051000
Andhra Pradesh,Ananthapur,Jarutla Rampuram,77.366100,14.892400,0.362000,0.379000,0.078937,1.109000,0.006000,1.551000,1.081000,0.080000
Andhra Pradesh,Ananthapur,Kalluru,78.041300,14.611900,0.444000,0.209000,0.168127,0.071000,0.011000,1.508000,1.062000,0.127000
Andhra Pradesh,Ananthapur,Kalluru,78.041300,14.611900,0.472000,0.266000,0.484687,0.571000,0.006000,1.674000,1.194000,0.309000
Andhra Pradesh,Ananthapur,Kanchanapalli,77.048000,14.678200,0.510000,0.398000,0.791352,0.566000,0.078000,1.674000,0.813000,0.069000
Andhra Pradesh,Ananthapur,Kondakinda Agraharam,77.738200,14.674100,0.451000,0.069000,0.227919,0.043000,0.004000,1.808000,0.701000,0.069000
Andhra Pradesh,Ananthapur,Mannila,77.691000,14.561900,0.604000,0.410000,0.284137,2.348000,0.006000,1.520000,0.834000,0.153000
Andhra Pradesh,Ananthapur,N. Chekkepalli,77.921600,15.056000,0.354000,0.369000,0.762120,0.252000,0.034000,1.508000,1.220000,0.047000
Andhra Pradesh,Ananthapur,Nayanapalle,77.813700,14.802000,0.452000,0.364000,0.572881,0.541000,0.043000,1.617000,1.062000,0.184000
Andhra Pradesh,Ananthapur,Nayanapalle,77.813700,14.802000,0.422000,0.069000,0.785735,0.728000,0.004000,1.551000,1.224000,0.079000
Andhra Pradesh,Ananthapur,Peddapeta,77.837200,15.054600,0.452000,0.216000,0.124556,1.306000,0.001000,1.670000,1.308000,0.120000
Andhra Pradesh,Ananthapur,Ramasagram,77.256000,14.723200,0.505000,0.216000,0.498045,0.541000,0.012000,1.551000,0.759000,0.120000
Andhra Pradesh,Ananthapur,Ramasagram,77.256000,14.723200,0.422000,0.362000,0.132217,2.348000,0.001000,1.626000,1.227000,0.256000
Andhra Pradesh,Ananthapur,Ramasagram,77.256000,14.723200,0.472000,0.243000,0.744334,1.480000,0.042000,1.508000,1.224000,0.075000
Andhra Pradesh,Ananthapur,Regadikotturu,77.623800,14.766300,0.472000,0.361000,0.771599,0.019000,0.025000,1.651000,1.308000,0.089000
Andhra Pradesh,Ananthapur,Regadikotturu,77.623800,14.766300,0.505000,0.216000,0.708125,0.571000,0.012000,1.545000,1.062000,0.051000
Andhra Pradesh,Ananthapur,Sanapa,77.472400,14.607100,0.457000,0.376000,0.146817,1.480000,0.025000,1.508000,1.028000,0.052000
Andhra Pradesh,Ananthapur,Sivapuram,77.726900,14.778800,0.472000,0.369000,0.188014,0.566000,0.012000,1.670000,1.043000,0.256000
Andhra Pradesh,Ananthapur,Sorakayalapeta,77.525100,14.944100,0.441000,0.403000,0.717087,2.348000,0.042000,1.543000,0.834000,0.098000
Andhra Pradesh,Ananthapur,Gummagatta,76.866900,14.569400,0.422000,0.182000,0.382162,1.013000,0.011000,1.674000,0.701000,0.309000
Andhra Pradesh,Ananthapur,Regadikotturu,77.623300,14.766400,0.449000,0.361000,0.457451,1.650000,0.025000,1.551000,1.014000,0.069000
Andhra Pradesh,Ananthapur,Regadikotturu,77.623300,14.766400,0.449000,0.185000,0.446577,0.252000,0.019000,1.651000,1.194000,0.127000
Andhra Pradesh,Ananthapur,Bodapalli,77.077000,14.399000,0.507000,0.182000,0.657430,0.506000,0.019000,1.558000,0.896000,0.262000
Andhra Pradesh,Annamayya,Guvvalacheruvu,78.752300,14.296900,0.446000,0.364000,0.601774,1.422000,0.025000,1.657000,0.759000,0.120000
Andhra Pradesh,Annamayya,Galiveedu-Alt,78.502700,14.024900,0.434000,0.398000,0.628097,1.323000,0.043000,1.659000,1.045000,0.048000
Andhra Pradesh,Annamayya,Sanipai,78.949700,14.107500,0.408000,0.182000,0.318409,0.537000,0.004000,1.508000,1.840000,0.055000
Andhra Pradesh,Annamayya,Lakkireddipalli,78.698500,14.185100,0.448000,0.401000,0.458294,0.506000,0.034000,1.545000,0.701000,0.256000
Andhra Pradesh,Annamayya,Pincha,78.998700,13.915700,0.457000,0.104000,0.246838,0.043000,0.043000,1.603000,0.834000,0.055000
Andhra Pradesh,Annamayya,Chinnamandyam,78.688500,13.949500,0.457000,0.209000,0.047491,0.537000,0.012000,1.545000,1.227000,0.075000
Andhra Pradesh,Annamayya,Konnidigaripalli,78.953700,13.989000,0.408000,0.104000,0.738121,0.719000,0.043000,1.808000,1.001000,0.153000
Andhra Pradesh,Annamayya,Kodur,79.353200,13.958700,0.434000,0.189000,0.759582,1.480000,0.019000,1.581000,1.014000,0.237000
Andhra Pradesh,Annamayya,Penagaluru,79.260900,14.295000,0.370000,0.134000,0.203632,2.507000,0.010000,1.583000,1.194000,0.120000
Andhra Pradesh,Annamayya,Chitvel,79.324900,14.178200,0.448000,0.189000,0.462540,1.422000,0.043000,1.563000,1.045000,0.058000
Andhra Pradesh,Annamayya,Pothanavaripally,79.198400,14.148100,0.460000,0.398000,0.541990,0.566000,0.019000,1.543000,1.001000,0.127000
Andhra Pradesh,Annamayya,Pujarivandlapally,78.910100,14.046200,0.457000,0.364000,0.127086,1.306000,0.012000,1.624000,0.955000,0.051000
Andhra Pradesh,Annamayya,Bowreddygaripallli,78.590300,14.140700,0.472000,0.182000,0.212700,0.506000,0.011000,1.617000,1.066000,0.256000
Andhra Pradesh,Annamayya,Pullampet (Ew Of Aq-Ii),79.211500,14.120800,0.507000,0.361000,0.216668,1.633000,0.043000,1.563000,1.043000,0.048000
Andhra Pradesh,Annamayya,Ananta-Samudram (Ow2 Of Aq-Ii (3Rd,79.169700,14.065200,0.604000,0.361000,0.238450,0.908000,0.056000,1.603000,2.215000,0.127000
Andhra Pradesh,Annamayya,Gadela Venkatrampuram(Ow1 Of Aq-,79.237200,14.014200,0.403000,0.410000,0.316953,0.071000,0.008000,1.674000,2.215000,0.052000
Andhra Pradesh,Annamayya,"Gundlur (Ew Of Aq-I, 2Nd Well)",79.113800,14.250700,0.510000,0.189000,0.132807,0.566000,0.056000,1.624000,1.043000,0.051000
